DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNr,Quarter,Year
20240624,2024-06-24,Monday,26,June,Jun,6,2,2024
20240625,2024-06-25,Tuesday,26,June,Jun,6,2,2024
20240626,2024-06-26,Wednesday,26,June,Jun,6,2,2024
20240627,2024-06-27,Thursday,26,June,Jun,6,2,2024
20240628,2024-06-28,Friday,26,June,Jun,6,2,2024
20240629,2024-06-29,Saturday,26,June,Jun,6,2,2024
20240630,2024-06-30,Sunday,27,June,Jun,6,2,2024
20240701,2024-07-01,Monday,27,July,Jul,7,3,2024
20240702,2024-07-02,Tuesday,27,July,Jul,7,3,2024
20240703,2024-07-03,Wednesday,27,July,Jul,7,3,2024
20240704,2024-07-04,Thursday,27,July,Jul,7,3,2024
20240705,2024-07-05,Friday,27,July,Jul,7,3,2024
20240706,2024-07-06,Saturday,27,July,Jul,7,3,2024
20240707,2024-07-07,Sunday,28,July,Jul,7,3,2024
20240708,2024-07-08,Monday,28,July,Jul,7,3,2024
20240709,2024-07-09,Tuesday,28,July,Jul,7,3,2024
20240710,2024-07-10,Wednesday,28,July,Jul,7,3,2024
20240711,2024-07-11,Thursday,28,July,Jul,7,3,2024
20240712,2024-07-12,Friday,28,July,Jul,7,3,2024
20240713,2024-07-13,Saturday,28,July,Jul,7,3,2024
20240714,2024-07-14,Sunday,29,July,Jul,7,3,2024
20240715,2024-07-15,Monday,29,July,Jul,7,3,2024
20240716,2024-07-16,Tuesday,29,July,Jul,7,3,2024
20240717,2024-07-17,Wednesday,29,July,Jul,7,3,2024
20240718,2024-07-18,Thursday,29,July,Jul,7,3,2024
20240719,2024-07-19,Friday,29,July,Jul,7,3,2024
20240720,2024-07-20,Saturday,29,July,Jul,7,3,2024
20240721,2024-07-21,Sunday,30,July,Jul,7,3,2024
20240722,2024-07-22,Monday,30,July,Jul,7,3,2024
20240723,2024-07-23,Tuesday,30,July,Jul,7,3,2024
20240724,2024-07-24,Wednesday,30,July,Jul,7,3,2024
20240725,2024-07-25,Thursday,30,July,Jul,7,3,2024
20240726,2024-07-26,Friday,30,July,Jul,7,3,2024
20240727,2024-07-27,Saturday,30,July,Jul,7,3,2024
20240728,2024-07-28,Sunday,31,July,Jul,7,3,2024
20240729,2024-07-29,Monday,31,July,Jul,7,3,2024
20240730,2024-07-30,Tuesday,31,July,Jul,7,3,2024
20240731,2024-07-31,Wednesday,31,July,Jul,7,3,2024
20240801,2024-08-01,Thursday,31,August,Aug,8,3,2024
20240802,2024-08-02,Friday,31,August,Aug,8,3,2024
20240803,2024-08-03,Saturday,31,August,Aug,8,3,2024
20240804,2024-08-04,Sunday,32,August,Aug,8,3,2024
20240805,2024-08-05,Monday,32,August,Aug,8,3,2024
20240806,2024-08-06,Tuesday,32,August,Aug,8,3,2024
20240807,2024-08-07,Wednesday,32,August,Aug,8,3,2024
20240808,2024-08-08,Thursday,32,August,Aug,8,3,2024
20240809,2024-08-09,Friday,32,August,Aug,8,3,2024
20240810,2024-08-10,Saturday,32,August,Aug,8,3,2024
20240811,2024-08-11,Sunday,33,August,Aug,8,3,2024
20240812,2024-08-12,Monday,33,August,Aug,8,3,2024
20240813,2024-08-13,Tuesday,33,August,Aug,8,3,2024
20240814,2024-08-14,Wednesday,33,August,Aug,8,3,2024
20240815,2024-08-15,Thursday,33,August,Aug,8,3,2024
20240816,2024-08-16,Friday,33,August,Aug,8,3,2024
20240817,2024-08-17,Saturday,33,August,Aug,8,3,2024
20240818,2024-08-18,Sunday,34,August,Aug,8,3,2024
20240819,2024-08-19,Monday,34,August,Aug,8,3,2024
20240820,2024-08-20,Tuesday,34,August,Aug,8,3,2024
20240821,2024-08-21,Wednesday,34,August,Aug,8,3,2024
20240822,2024-08-22,Thursday,34,August,Aug,8,3,2024
20240823,2024-08-23,Friday,34,August,Aug,8,3,2024
20240824,2024-08-24,Saturday,34,August,Aug,8,3,2024
20240825,2024-08-25,Sunday,35,August,Aug,8,3,2024
20240826,2024-08-26,Monday,35,August,Aug,8,3,2024
20240827,2024-08-27,Tuesday,35,August,Aug,8,3,2024
20240828,2024-08-28,Wednesday,35,August,Aug,8,3,2024
20240829,2024-08-29,Thursday,35,August,Aug,8,3,2024
20240830,2024-08-30,Friday,35,August,Aug,8,3,2024
20240831,2024-08-31,Saturday,35,August,Aug,8,3,2024
20240901,2024-09-01,Sunday,36,September,Sep,9,3,2024
20240902,2024-09-02,Monday,36,September,Sep,9,3,2024
20240903,2024-09-03,Tuesday,36,September,Sep,9,3,2024
20240904,2024-09-04,Wednesday,36,September,Sep,9,3,2024
20240905,2024-09-05,Thursday,36,September,Sep,9,3,2024
20240906,2024-09-06,Friday,36,September,Sep,9,3,2024
20240907,2024-09-07,Saturday,36,September,Sep,9,3,2024
20240908,2024-09-08,Sunday,37,September,Sep,9,3,2024
20240909,2024-09-09,Monday,37,September,Sep,9,3,2024
20240910,2024-09-10,Tuesday,37,September,Sep,9,3,2024
20240911,2024-09-11,Wednesday,37,September,Sep,9,3,2024
20240912,2024-09-12,Thursday,37,September,Sep,9,3,2024
20240913,2024-09-13,Friday,37,September,Sep,9,3,2024
20240914,2024-09-14,Saturday,37,September,Sep,9,3,2024
20240915,2024-09-15,Sunday,38,September,Sep,9,3,2024
20240916,2024-09-16,Monday,38,September,Sep,9,3,2024
20240917,2024-09-17,Tuesday,38,September,Sep,9,3,2024
20240918,2024-09-18,Wednesday,38,September,Sep,9,3,2024
20240919,2024-09-19,Thursday,38,September,Sep,9,3,2024
20240920,2024-09-20,Friday,38,September,Sep,9,3,2024
20240921,2024-09-21,Saturday,38,September,Sep,9,3,2024
20240922,2024-09-22,Sunday,39,September,Sep,9,3,2024
20240923,2024-09-23,Monday,39,September,Sep,9,3,2024
20240924,2024-09-24,Tuesday,39,September,Sep,9,3,2024
20240925,2024-09-25,Wednesday,39,September,Sep,9,3,2024
20240926,2024-09-26,Thursday,39,September,Sep,9,3,2024
20240927,2024-09-27,Friday,39,September,Sep,9,3,2024
20240928,2024-09-28,Saturday,39,September,Sep,9,3,2024
20240929,2024-09-29,Sunday,40,September,Sep,9,3,2024
20240930,2024-09-30,Monday,40,September,Sep,9,3,2024
20241001,2024-10-01,Tuesday,40,October,Oct,10,4,2024
20241002,2024-10-02,Wednesday,40,October,Oct,10,4,2024
20241003,2024-10-03,Thursday,40,October,Oct,10,4,2024
20241004,2024-10-04,Friday,40,October,Oct,10,4,2024
20241005,2024-10-05,Saturday,40,October,Oct,10,4,2024
20241006,2024-10-06,Sunday,41,October,Oct,10,4,2024
20241007,2024-10-07,Monday,41,October,Oct,10,4,2024
20241008,2024-10-08,Tuesday,41,October,Oct,10,4,2024
20241009,2024-10-09,Wednesday,41,October,Oct,10,4,2024
20241010,2024-10-10,Thursday,41,October,Oct,10,4,2024
20241011,2024-10-11,Friday,41,October,Oct,10,4,2024
20241012,2024-10-12,Saturday,41,October,Oct,10,4,2024
20241013,2024-10-13,Sunday,42,October,Oct,10,4,2024
20241014,2024-10-14,Monday,42,October,Oct,10,4,2024
20241015,2024-10-15,Tuesday,42,October,Oct,10,4,2024
20241016,2024-10-16,Wednesday,42,October,Oct,10,4,2024
20241017,2024-10-17,Thursday,42,October,Oct,10,4,2024
20241018,2024-10-18,Friday,42,October,Oct,10,4,2024
20241019,2024-10-19,Saturday,42,October,Oct,10,4,2024
20241020,2024-10-20,Sunday,43,October,Oct,10,4,2024
20241021,2024-10-21,Monday,43,October,Oct,10,4,2024
20241022,2024-10-22,Tuesday,43,October,Oct,10,4,2024
20241023,2024-10-23,Wednesday,43,October,Oct,10,4,2024
20241024,2024-10-24,Thursday,43,October,Oct,10,4,2024
20241025,2024-10-25,Friday,43,October,Oct,10,4,2024
20241026,2024-10-26,Saturday,43,October,Oct,10,4,2024
20241027,2024-10-27,Sunday,44,October,Oct,10,4,2024
20241028,2024-10-28,Monday,44,October,Oct,10,4,2024
20241029,2024-10-29,Tuesday,44,October,Oct,10,4,2024
20241030,2024-10-30,Wednesday,44,October,Oct,10,4,2024
20241031,2024-10-31,Thursday,44,October,Oct,10,4,2024
20241101,2024-11-01,Friday,44,November,Nov,11,4,2024
20241102,2024-11-02,Saturday,44,November,Nov,11,4,2024
20241103,2024-11-03,Sunday,45,November,Nov,11,4,2024
20241104,2024-11-04,Monday,45,November,Nov,11,4,2024
20241105,2024-11-05,Tuesday,45,November,Nov,11,4,2024
20241106,2024-11-06,Wednesday,45,November,Nov,11,4,2024
20241107,2024-11-07,Thursday,45,November,Nov,11,4,2024
20241108,2024-11-08,Friday,45,November,Nov,11,4,2024
20241109,2024-11-09,Saturday,45,November,Nov,11,4,2024
20241110,2024-11-10,Sunday,46,November,Nov,11,4,2024
20241111,2024-11-11,Monday,46,November,Nov,11,4,2024
20241112,2024-11-12,Tuesday,46,November,Nov,11,4,2024
20241113,2024-11-13,Wednesday,46,November,Nov,11,4,2024
20241114,2024-11-14,Thursday,46,November,Nov,11,4,2024
20241115,2024-11-15,Friday,46,November,Nov,11,4,2024
20241116,2024-11-16,Saturday,46,November,Nov,11,4,2024
20241117,2024-11-17,Sunday,47,November,Nov,11,4,2024
20241118,2024-11-18,Monday,47,November,Nov,11,4,2024
20241119,2024-11-19,Tuesday,47,November,Nov,11,4,2024
20241120,2024-11-20,Wednesday,47,November,Nov,11,4,2024
20241121,2024-11-21,Thursday,47,November,Nov,11,4,2024
20241122,2024-11-22,Friday,47,November,Nov,11,4,2024
20241123,2024-11-23,Saturday,47,November,Nov,11,4,2024
20241124,2024-11-24,Sunday,48,November,Nov,11,4,2024
20241125,2024-11-25,Monday,48,November,Nov,11,4,2024
20241126,2024-11-26,Tuesday,48,November,Nov,11,4,2024
20241127,2024-11-27,Wednesday,48,November,Nov,11,4,2024
20241128,2024-11-28,Thursday,48,November,Nov,11,4,2024
20241129,2024-11-29,Friday,48,November,Nov,11,4,2024
20241130,2024-11-30,Saturday,48,November,Nov,11,4,2024
20241201,2024-12-01,Sunday,49,December,Dec,12,4,2024
20241202,2024-12-02,Monday,49,December,Dec,12,4,2024
20241203,2024-12-03,Tuesday,49,December,Dec,12,4,2024
20241204,2024-12-04,Wednesday,49,December,Dec,12,4,2024
20241205,2024-12-05,Thursday,49,December,Dec,12,4,2024
20241206,2024-12-06,Friday,49,December,Dec,12,4,2024
20241207,2024-12-07,Saturday,49,December,Dec,12,4,2024
20241208,2024-12-08,Sunday,50,December,Dec,12,4,2024
20241209,2024-12-09,Monday,50,December,Dec,12,4,2024
20241210,2024-12-10,Tuesday,50,December,Dec,12,4,2024
20241211,2024-12-11,Wednesday,50,December,Dec,12,4,2024
20241212,2024-12-12,Thursday,50,December,Dec,12,4,2024
20241213,2024-12-13,Friday,50,December,Dec,12,4,2024
20241214,2024-12-14,Saturday,50,December,Dec,12,4,2024
20241215,2024-12-15,Sunday,51,December,Dec,12,4,2024
20241216,2024-12-16,Monday,51,December,Dec,12,4,2024
20241217,2024-12-17,Tuesday,51,December,Dec,12,4,2024
20241218,2024-12-18,Wednesday,51,December,Dec,12,4,2024
20241219,2024-12-19,Thursday,51,December,Dec,12,4,2024
20241220,2024-12-20,Friday,51,December,Dec,12,4,2024
20241221,2024-12-21,Saturday,51,December,Dec,12,4,2024
20241222,2024-12-22,Sunday,52,December,Dec,12,4,2024
20241223,2024-12-23,Monday,52,December,Dec,12,4,2024
20241224,2024-12-24,Tuesday,52,December,Dec,12,4,2024
20241225,2024-12-25,Wednesday,52,December,Dec,12,4,2024
20241226,2024-12-26,Thursday,52,December,Dec,12,4,2024
20241227,2024-12-27,Friday,52,December,Dec,12,4,2024
20241228,2024-12-28,Saturday,52,December,Dec,12,4,2024
20241229,2024-12-29,Sunday,53,December,Dec,12,4,2024
20241230,2024-12-30,Monday,53,December,Dec,12,4,2024
20241231,2024-12-31,Tuesday,53,December,Dec,12,4,2024
